business_id,Name,Type,Stars ,City,Address
6G4UcbJ-j9v9TOAJekkvAw,McDonald's,Burgers;Fast Food;Restaurants,2.5,Glendale,"7017 N Litchfield Rd
Glendale, AZ 85307"
6SfP1I_hd0UbPlyQS2N-6Q,Wendy's,Burgers;Fast Food;Restaurants,2.5,Henderson,"400 S Boulder Hwy
Henderson, NV 89015"
Tmc8WOf1an_X6qnCGxM02Q,Wendys,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"4507 W Flamingo Rd
Las Vegas, NV 89103"
h0Bgl8mTLQCWakpjCRH1fA,Carl's Jr Restaurants,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"1180 E Desert Inn Rd
Eastside
Las Vegas, NV 89109"
6gjfXqaxZgv0C2aHyl4yuQ,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"7310 Las Vegas Blvd S
Southeast
Las Vegas, NV 89123"
cXyrea2I01hwPI1rNkODfA,Jack in the Box,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"4145 S Durango Dr
Spring Valley
Las Vegas, NV 89147"
nS-7i9dyLr1M4pwWjNmCEQ,McDonald's,Burgers;Fast Food;Restaurants,2.5,Mesa,"2001 N Country Club Dr
Mesa, AZ 85201"
df4A-a0txOfoSBzlBK7q5A,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"7851 W Charleston Blvd
Westside
Las Vegas, NV 89117"
nHQ11YXvzL8awYoF-uD16A,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"6020 W Tropicana Ave
Las Vegas, NV 89103"
DKt5E18rBB4eidukW26Vxg,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"3799 Las Vegas Blvd S
Eastside
Las Vegas, NV 89109"
glLo_FNtgQ7OmAR8hUrDqQ,Burger King,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"5757 Wayne Newton Blvd
McCarran International Airport D-West
Southeast
Las Vegas, NV 89119"
7_w9XmNhl_l0N3jN3F-qTQ,Burger King,Burgers;Fast Food;Restaurants,2.5,Phoenix,"1970 W Baseline Rd
Phoenix, AZ 85041"
qYhIIWxvLQWghKQMv6m5Dg,Johnny Rockets,Burgers;Fast Food;Restaurants,2.5,Phoenix,"2510 W Happy Valley Rd
Ste 125
Phoenix, AZ 85027"
R3L39gk3wtjTC9WaJKPyoA,McDonald's,Burgers;Fast Food;Restaurants,2.5,Phoenix,"223 N 7th Ave
Phoenix, AZ 85007"
JWql064OkrDDbRjJ-bjulw,McDonald's,Burgers;Fast Food;Restaurants,2.5,Surprise,"16547 W Bell Rd
Surprise, AZ 85388"
vYLR2N3cL32e0OQaBpG-ew,Carl's Jr,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"2350 S Nellis Blvd
Sunrise
Las Vegas, NV 89104"
Ud6MAIcHxyao99gnGWqtnA,McDonald's,Burgers;Fast Food;Restaurants,2.5,Tempe,"1325 W Broadway Rd
Tempe, AZ 85282"
rpgAjc1UBpupMtHb2wX0Zw,Wendy's,Burgers;Fast Food;Restaurants,2.5,Gilbert,"2867 S San Tan Village Pkwy
Gilbert, AZ 85295"
C3EghWth7__-NiXxvrXrqg,McDonald's,Burgers;Fast Food;Restaurants,2.5,Mesa,"857 N Dobson Rd
Mesa, AZ 85201"
ARpPb7Mx4VQ5lFVkhDy7fQ,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"6595 N Decatur Blvd
Centennial
Las Vegas, NV 89131"
4IAzFJ159GEaIGX1-y6Bmw,McDonald's,Burgers;Fast Food;Restaurants,2.5,Scottsdale,"9251 E Shea Blvd
Scottsdale, AZ 85258"
eR5-nFI0Vp7EG2pIXQM3bw,McDonald's,Burgers;Fast Food;Restaurants,2.5,Tempe,"3218 S McClintock Rd
Tempe, AZ 85282"
vwM1i7TB3b75Oy8QW9A0Ug,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"3475 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109"
rsefsrlBgnOCvdcb4TyF8w,Carl's Jr.,Burgers;Fast Food;Restaurants,2.5,Mesa,"1015 N Dobson Rd
Mesa, AZ 85201"
sAUKQq5DPVcxfXVWV-Mibw,McDonald's,Burgers;Fast Food;Restaurants,2.5,Las Vegas,"Circus Circus Hotel
2880 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109"
ZWuO-YghNqtcAO7Ar-MFEg,Cheesesteaks Etc.,Cheesesteaks;Fast Food;Sandwiches;Restaurants,2.5,Las Vegas,"2901 S Las Vegas Blvd
The Strip
Las Vegas, NV 89109"
UGGQ7pYoliseurXY1j1wdw,Blimpie Subs & Salads,Delis;Fast Food;Restaurants,2.5,Phoenix,"3890 W Happy Valley Rd
Ste 160
Phoenix, AZ 85310"
QAe9UHKsxPdXQovBpaznMQ,Schlotzskys Deli,Delis;Fast Food;Sandwiches;Restaurants,2.5,Phoenix,"2601 N Central Ave
Phoenix, AZ 85004"
gLYvUx5L7awAUIxK7rp6NA,Jersey Mike's Subs,Delis;Fast Food;Sandwiches;Restaurants,2.5,Phoenix,"4603 East Cactus Rd.
Phoenix, AZ 85032"
oZsWYLfvLBJoonvxObDWtw,Cheeseburger At the Oasis,Fast Food;American (Traditional);Restaurants,2.5,Las Vegas,"3663 Las Vegas Blvd S
Ste 350
Eastside
Las Vegas, NV 89109"
72pUqCkncwVVn65cIiX8aA,Kfc,Fast Food;Chicken Wings;Restaurants,2.5,Phoenix,"3914 E Chandler Blvd
Phoenix, AZ 85048"
CPTiooPIwzbM-WJc1Rsytg,KFC,Fast Food;Chicken Wings;Restaurants,2.5,Las Vegas,"71 N Nellis Blvd
Sunrise
Las Vegas, NV 89110"
8xpZ4FCd69toLiW_Ejs0_Q,Church's Chicken,Fast Food;Chicken Wings;Restaurants,2.5,Phoenix,"6260 S 35th Ave
Phoenix, AZ 85041"
jjChNLJnXbtPlxJW3hVi5A,KFC,Fast Food;Chicken Wings;Restaurants,2.5,Las Vegas,"7017 S Durango Dr
Spring Valley
Las Vegas, NV 89113"
67RicD8bcklxdnXk-zRAkw,Royal Dynasty,Fast Food;Chinese;Restaurants,2.5,Edinburgh,"197 Whitehouse Road
Edinburgh EH4 6BU"
6zZ559HDh56YjjrQgjCKQQ,Panda Express,Fast Food;Chinese;Restaurants,2.5,Las Vegas,"5881 W Craig Rd
Northwest
Las Vegas, NV 89130"
7GFa4xiQ7PNxYrIU4Iq_RQ,Summerhall Kitchen,Fast Food;Chinese;Restaurants,2.5,Edinburgh,"9 Summerhall Pl
Newington
Edinburgh EH9 1QE"
PX7kD-P_KW3rYK5UiX31MA,Wurstle Gourmet Sausages,Fast Food;Hot Dogs;Restaurants,2.5,Las Vegas,"6629 Las Vegas Blvd S
Southeast
Las Vegas, NV 89119"
L19_1cG2ALVjdBQ456h26A,Yoshi's Restaurant,Fast Food;Japanese;Restaurants,2.5,Phoenix,"4050 N Central Ave
Phoenix, AZ 85012"
gh-hT8e-XtCExRxe6PKR4w,El Pollo Loco,Fast Food;Mexican;Restaurants,2.5,Mesa,"1036 S Country Club Dr
Mesa, AZ 85210"
owmcrAOmaJeB8O6UQlhgNw,Del Taco,Fast Food;Mexican;Restaurants,2.5,Glendale,"19880 N 59th Ave
Glendale, AZ 85308"
ai1-59g86PVlghjrlX067w,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2.5,Henderson,"4604 E Sunset Rd
Henderson, NV 89014"
I5vURIFijxnW2sdaDl7bpw,Tacos El Nopal,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"4200 W Russell Rd
Las Vegas, NV 89118"
JxYTEIQqDEXgjHXtfvecAA,Taco Bell,Fast Food;Mexican;Restaurants,2.5,Madison,"5001 University Ave
Madison, WI 53705"
5lYd_fpm7ug7_Xzu7RloPQ,El Pollo Loco,Fast Food;Mexican;Restaurants,2.5,Glendale,"4325 W Bethany Home Rd
Glendale, AZ 85301"
FZ4NtNg5tJV10wVEcmvGKw,El Pollo Loco,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"4005 S Decatur Blvd
Las Vegas, NV 89103"
gYeNI6qp7GcgUa7poIY-Ag,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"6820 W Flamingo Rd
Las Vegas, NV 89103"
v049ov7e1SvFzNrdvOPiEg,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"907 S Rainbow Blvd
Westside
Las Vegas, NV 89145"
FcbmXlWUcbrYJeEDKBywEA,Viva El Taco,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"Cross Rd Shopping Center
5035 S Fort Apache Rd, Ste 106
Spring Valley
Las Vegas, NV 89148"
AlksaJXH23qvwQo0Id23WA,Taco Del Mar,Fast Food;Mexican;Restaurants,2.5,Mesa,"1239 S Higley Rd
Mesa, AZ 85206"
KhWaq3lGLEUQjwJkMZHG_Q,El Pollo Loco,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"2923 Craig Road
Las Vegas, NV 89032"
3Onaz69D-ygoTsWROE1u3Q,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"3399 S Durango Dr
Ste 102
Westside
Las Vegas, NV 89147"
PquWeh1M1_y2D6C5kYOevA,Roberto's Taco Shop,Fast Food;Mexican;Restaurants,2.5,Las Vegas,"6355 E Russell Rd
Las Vegas, NV 89122"
KXvkoGg5Od9Iwk4LMBFJ4w,Federico's Mexican Food,Fast Food;Mexican;Restaurants,2.5,Phoenix,"7410 S 35th Ave Laveen
Phoenix, AZ 85339"
2eXDnLT-T6odgAOrx8F2gQ,Filiberto's,Fast Food;Mexican;Restaurants,2.5,Scottsdale,"7620 E Mckellips Rd
Ste 14
Scottsdale, AZ 85257"
kIvIqHvvFOc6aCutFYIvNg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Phoenix,"1501 E Bethany Home Rd
Phoenix, AZ 85014"
K9fIADfO_zKFPFm75A1Hxw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Phoenix,"2450 E Indian School Rd
Phoenix, AZ 85016"
50dKrWfqdotEddX-mCzypA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Phoenix,"4815 East Warner
Phoenix, AZ 85044"
tMkKUGwABdGWKwnLXaCYUg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Chandler,"5800 West Chandler Blvd
Chandler, AZ 85226"
jMIuId3VIGhsateF-Wg2zA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Scottsdale,"14002 N Scottsdale
Scottsdale, AZ 85254"
JmVyyQe1FkqYVNqtyxBjhg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Tempe,"1415 West Elliot Road
Tempe, AZ 85284"
dajwInsYeaIsRLY6vd6Zzw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Surprise,"13726 W Bell Rd
Surprise, AZ 85374"
gwAIppG7JZRmqnV7ywmJxQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Las Vegas,"6110 W Sahara Ave
Westside
Las Vegas, NV 89102"
OPbWf_Dwzqda9sGVHQHtJw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Phoenix,"1747 W Bethany Home Rd
Phoenix, AZ 85015"
1B5vpxnZYXKil_k5d5MpEQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Phoenix,"3507 W. Peoria Ave.
Phoenix, AZ 85029"
vuTx_fB-K_b3-WWjXiTdJg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Scottsdale,"11072 No Frank Lloyd Wright
Scottsdale, AZ 85259"
iOS25g0GXznfUZ_P3WHtzg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Mesa,"9315 E Baseline Road
Mesa, AZ 85209"
L7i9j66ph3Uz5i56OXIICg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Glendale,"6645 W. Happy Valley Rd.
Glendale, AZ 85310"
IVL7Yft-R-nJbmdjSilfog,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Las Vegas,"535 East Windmill
Southeast
Las Vegas, NV 89123"
z0rAS1Epu8VtVunP_QxbmQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Las Vegas,"3415 E. Russell Road
Southeast
Las Vegas, NV 89120"
yG1sEzucDCMDv3g3pvUZwQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Tolleson,"9850 W. Lower Buckeye Rd.
Tolleson, AZ 85353"
KiCFtB4Y-wNLmPPjefLeJg,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Goodyear,"1740 N. Pebble Creek PA
Goodyear, AZ 85395"
m62bCFfQePObi1_LU_jljQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Buckeye,"1164 S Watson Rd
Buckeye, AZ 85326"
5vfSMJ3wfjbw5qbJ6VZPyQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Maricopa,"20980 N John Wayne Pkwy
Maricopa, AZ 85139"
C43Cd23SLljV-0XJhmk4YQ,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Peoria,"9831 W. Happy Valley Rd.
Peoria, AZ 85383"
8F7oGsqfVGiHOuSFaDiB5w,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Henderson,"199 North Pecos
Henderson, NV 89014"
egzyBV0dJh406LH7yQaXyA,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Las Vegas,"4880 W. Frias Avenue
Southwest
Las Vegas, NV 89141"
LEHCYKIR8PMHaAeDdu4luw,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Peoria,"8301 W Peoria Ave
Peoria, AZ 85345"
_JOTuEUnD1pU4IDIhiti5A,Taco Bell,Fast Food;Mexican;Tex-Mex;Restaurants,2.5,Tempe,"835 W Baseline Rd
Tempe, AZ 85283"
jHte0SjUldZeDDZ5py0ZhA,Pizza Hut,Fast Food;Pizza;Restaurants,2.5,Phoenix,"3602 E Thomas Rd
Phoenix, AZ 85018"
dMlEYCET6FfV56ZIuytmiw,Pizza Hut UK,Fast Food;Pizza;Restaurants,2.5,Edinburgh,"46 North Bridge
Old Town
Edinburgh EH1 1QN"
WLYQsFAczUkc845k0ec-1A,Pizza Hut,Fast Food;Pizza;Restaurants,2.5,Mesa,"2727 E McKellips Rd Ste 106
Mesa, AZ 85213"
R6TxOULUEMSq1-7P0w6kTA,Wendy's,Fast Food;Restaurants,2.5,Madison,"2421 S Stoughton Rd
Madison, WI 53716"
ajf3Myr1PKX9RaLS_Ukc8A,Jack in the Box,Fast Food;Restaurants,2.5,Phoenix,"17017 N Cave Creek Rd
Phoenix, AZ 85032"
A-8Q15fZHKGn3dLjazNwHw,Wendy's,Fast Food;Restaurants,2.5,Phoenix,"3800 E Sky Harbor Blvd
Phoenix, AZ 85034"
41SzC2WJ-RVUpVZ2NJfE-w,McDonald's,Fast Food;Restaurants,2.5,Phoenix,"3130 E Broadway Rd
Phoenix, AZ 85040"
k-w0uGmiWaBBL8u5Zoa3kQ,Jack in the Box,Fast Food;Restaurants,2.5,Mesa,"1232 W Baseline Rd
Mesa, AZ 85202"
UO_4j9fGCLflN4wtusPkQQ,McDonald's,Fast Food;Restaurants,2.5,Mesa,"1250 S Country Club Dr
Mesa, AZ 85210"
e6-owFrAHlsFeUfIOdP1Ow,Carl's Jr.,Fast Food;Restaurants,2.5,Mesa,"1850 S Country Club Dr
Mesa, AZ 85210"
dlape0CS_lVeS378Uyuoxw,Jack in the Box,Fast Food;Restaurants,2.5,Gold Canyon,"6478 E US Highway 60
Gold Canyon, AZ 85218"
TX44pKdAmynE8E3TaH0q3A,McDonald's,Fast Food;Restaurants,2.5,Scottsdale,"9140 E Indian Bend Rd
Scottsdale, AZ 85250"
PSbMvWJXA4EWMN4qvWZ7OQ,Jack in The Box,Fast Food;Restaurants,2.5,Glendale,"5104 W Thunderbird Rd
Glendale, AZ 85306"
hvVckRvOa814ry8q8WGwOg,Burger King,Fast Food;Restaurants,2.5,North Las Vegas,"3831 E Craig Rd
North Las Vegas, NV 89030"
NHBvlSKSP-AYgOgArRfIww,Arby's,Fast Food;Restaurants,2.5,Henderson,"160 N Pecos Rd
Henderson, NV 89074"
PSSb7S4t8j4W3RtjY-9fiQ,Jack in the Box,Fast Food;Restaurants,2.5,Las Vegas,"2301 S Decatur Blvd
Westside
Las Vegas, NV 89102"
ZR87Qw2sB-ljFWClGk6X0A,Taco Bell,Fast Food;Restaurants,2.5,Las Vegas,"4717 W Charleston Blvd
Westside
Las Vegas, NV 89102"
sFHj_WK6rzEeGcJxtvxrRQ,Jack in the Box,Fast Food;Restaurants,2.5,Las Vegas,"1480 W Lake Mead Blvd
Las Vegas, NV 89106"
7CVoKgPjQS9KknIsz3Bhcg,Burger King,Fast Food;Restaurants,2.5,Las Vegas,"2021 N Jones Blvd
Las Vegas, NV 89108"
L0uKIbds8dUVCuXIWE1q5g,Burger King,Fast Food;Restaurants,2.5,Las Vegas,"5536 Boulder Hwy
Las Vegas, NV 89122"
AqE6eArwtYYO-iazkL37yQ,Popeyes Chicken & Biscuits,Fast Food;Restaurants,2.5,Las Vegas,"6111 W Sahara Ave
Westside
Las Vegas, NV 89146"
zN33MhQmlCB3yhlunL4M9Q,Jack in the Box,Fast Food;Restaurants,2.5,Las Vegas,"4970 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146"
urbAi2atIC9Z_dlHQNmlLg,McDonald's,Fast Food;Restaurants,2.5,Las Vegas,"5200 S Fort Apache Road
Spring Valley
Las Vegas, NV 89148"
oPy0Tl_2FDz0xmzdZJWLnw,Taco Bell,Fast Food;Restaurants,2.5,Madison,"534 State St
Capitol
Madison, WI 53703"
JRa9McAeE1W7XyoLNaGI3g,McDonald's,Fast Food;Restaurants,2.5,Phoenix,"2427 W Thomas Rd
Phoenix, AZ 85015"
7fJgNpljbi1d7wjdsPcPcw,Wendy's,Fast Food;Restaurants,2.5,Phoenix,"2640 W Thunderbird Rd
Phoenix, AZ 85023"
za5sHh-jpdMtQEmmV8gbnw,McDonald's,Fast Food;Restaurants,2.5,Phoenix,"1851 W Bell Rd
Phoenix, AZ 85023"
O8VZStQqbwvHb8aayyTIWg,Wendy's,Fast Food;Restaurants,2.5,Phoenix,"20242 N 27th Ave
Phoenix, AZ 85027"
37NiLnR7_gFMvBmYPsoskA,Kfc,Fast Food;Restaurants,2.5,Mesa,"6837 E Main Street
Mesa, AZ 85207"
Xth3AXjbQVpvsUBNSFcxtA,Jack In the Box,Fast Food;Restaurants,2.5,Chandler,"900 N Cooper Rd
Chandler, AZ 85225"
#NAME?,McDonald's,Fast Food;Restaurants,2.5,Scottsdale,"11425 E Via Linda
Scottsdale, AZ 85259"
782gZiEOJdexc2NEba7KtA,Carl's Jr,Fast Food;Restaurants,2.5,Peoria,"12110 N 75th Ave
Peoria, AZ 85345"
