name,categories,business_id,stars,city,text,stars
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"For Wisconsin, this is about the best you are going to get for Chinese Food.

Sorry, you live in Wisconsin.

But the food is very good.  Huge servings, enormous shrimps, chicken that is tender, fresh rice.

Don't complain Cheeseheads, this is good as it gets for Chinese in Wisconsin.",3
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Yum. Check out back of menu soups. Very good!",4
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Lettuce wraps 3x better than PF Changs. If Yelp reviewers consider PF changs 3 stars, then this gets 5.

Just to clear up for those who want authentic Chinese. Go to ICHIBAN NOW!!!",5
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"How do you get voted best of for 31 years when what is served is awful? This is the worst Chinese food my entire family has had in years. We all ordered different things and none of us could eat our meals. That was $50 wasted. There was no flavor, or the flavor there was did not match the dish. How do you mess up beef fried rice? I can make it with more flavor. The Mongolian beef had a flavor but it was all wrong. If you want to waste money and still be hungry, this is the place for you. How do places keep getting good reviews when they are so bad. I use to trust Yelp reviews but lately, I've been fooled by the reviews.",1
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Best Chinese food in the area. Great service and calming atmosphere.",5
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"What a crushing experience.
 My son was in town and when he is here we like to visit and spoil ourselves to a splurge of a dinner outing. This particular night was at the end of summer and there was an amazing thunderstorm about to occur. SO on this stormy night we decided on Chinese and I had recommended we drive to Middleton for what I had heard to be the best around.
Ok..so after a short 15 min drive we had a great parking spot...  ran inside and were greeted with a warming beautiful atmosphere.. very welcoming large foyer, nice bar area which u walk thru to get to your dining area.
After the immediate seating, WE were greeted  by a pleasant asian woman and ordered drinks. which turned out to be just right.

Appetizers were mediocre...nothing to remember...we had the app for two...calamari was HORRIBLE  btw  I could go into so much detail but who is gonna read all that....the following is my reason for writing...

My forewarning is NOT TO TRUST in ordering the Lobster dish. I wanted a decadent treat for myself and decided on the (market price) 45$ Lobster dinner entree which came with two choices of preparation. Ginger sauce or garlic butter  i ordered the garlic but the server said no the other was best.
More importantly i asked her how large the lobster was and if it was sold by pound cause it was listed as Market Price. She said she would inquire before i ordered and returned to our table and said it was 2.5 pds or larger. So that made me excited and i did not hesitate in my ordering. I thought 45 dollars was a great price for a generous 2.5 pd lobster entree.
What arrived on my plate was a cut up overly sauced jigsawed puzzled lobster animation on a platter which was in no way a 2.5 pound creature to begin with. It was dismantled then pieced together to look like a lobster shape. The meat was still in shell. (and I mean IN SHELL).  There was hardly any meat to be had. The tail which should have been the meatiest portion was cut in one inch pieces with shell INTACT and had yielded maybe 2 morsel of meat total.  I was shocked as i struggled to manipulate any source of goodness from the pieces of crustacean.There was literally no lobster and what was there was swimming in overpowering sticky sauce. All in all an EXTREME disappointment. Not what I was expecting in the LEAST!!

As the storm gained intensity outdoors, my high hopes and any thoughts of returning to this eatery were un-intensified. I will NEVER return. I cannot tolerate being misled by a server
 We ended up tipping and not making a fuss...just another lesson learned. The storm raged on , I did get to spend time with my son and hopefully educate you.. Not a total loss I guess.Just stay away from places like this that lie for profit and have followings that end up being ill fated.",2
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Always consistently delicious! Classic preparations of Americanized Chinese. The cashew chicken is great!",5
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"I was in town visiting family and someone suggested IG. When I drove up to it, it brought back yummy memories. It's been years since I ate there. I am glad we went there for dinner. We ate governors chicken, governors beef, sweet and sour chicken, peppered beef and beef chow fun. Everyone ate their plates! Service was slow that night but the food made up for it!",4
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"There's a climactic scene in the movie Drive where the hero meets the badguy in a 'Chinese' restaurant. It's a prop for the movie to sell the idea of foreign while these two real bad American dudes hash out their differences. It's rich and exotic and mysterious and... goddamn exciting. 

IG is a Chinese American restaurant in the burbs of burbs that serves burbanites, but man it had that feeling.

The Russian friend and I went there on a Sunday night for their Peking Duck special. We got that and some appetizer platter and some wonton soup and some cocktails. None of it was particularly memorable, and in fact the Peking Duck skin was *not* crispy, but the presentation was spot on. There's been so much streamlining of Asian restaurants that nice chairs and big booths with lots of room is uncommon. And on top of it I am a sucker for ethnic restaurants that have good servers that can connect with customers. Do you know how rare that is? Take advantage and talk it out. Be polite and get good service.

I don't think Madison's foodies would give this place four stars. But I saw a bunch of other slant eyes here with me, and I imagined they were like me, wide eyed and happy to be here eating whatever this was.

I'd take my mom here.",4
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Hands down the best Chinese food in Madison. The chicken chow mein has been a favorite since I was a child. Try the egg rolls and the jasmine or chrysanthemum tea. You really can never go wrong here! The decor is beautiful, and makes you almost feel like you could be in a restaurant in China.",5
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton,"Imperial Garden has been getting progressively worse over the last few years. The waitstaff has always been attentive and professional, and the wait time for food is reasonably short. The restaurant itself and the bathrooms are clean and spacious. The ambiance is relaxed and pleasant, and noise levels are comfortably low.

But none of these things can save the mediocre-to-bad food. That is, if you get your food at all. On more than one occasion, they have forgotten to include entire entrees or side dishes when I've picked up take-out. I now double-check all of my orders before leaving. The egg rolls taste like they came out of a box in the freezer. They are greasy and heavy, with very little flavor until you douse them in sweet-and-sour sauce that's so sweet it might as well be syrup. The same problems plague the entirely unremarkable crab rangoon. I've had the hot and sour soup, and disliked the taste quite a bit. Not spicy enough, and far too sour. I usually order the ginger beef stir-fry. There's hardly any ginger flavor, and the sauce is thick and also fairly sweet. If they halved the amount of sugar in everything, it would be a good start. I've had more success with the sizzling black pepper beef, which has a punch of black pepper and a good balance of meat and vegetables. On a recent trip, a friend got the beef lo mein. It had a nice quantity of beef, but an anemic quantity of vegetables. It was also very greasy and watery, and tasted extremely bland. The only reason I go here as often as I do is that my grandmother (the poster child for stereotypical Wisconsin taste buds, bless her heart) loves the three delicacies sizzling rice.

I did discover one saving grace: if you dump sriracha on the food, it blends very well with the food and elevates all of the flavors. Too bad they don't have any of it at the restaurant, it could save many a dish. Bottom line: there's much better, more authentic, more balanced, and less heavy Chinese food available in Madison at comparable prices. If you're looking for good Chinese in town, check out Hong Kong Cafe on Regent or Orient House on South Park instead.",2
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton," then as of 2014 they've completely lost their ""mojo""."",1
"Imperial Garden Chinese Restaurant","Party & Event Planning;Asian Fusion;Event Planning & Services;Venues & Event Spaces;Restaurants",SKLw05kEIlZcpTD5pqma8Q,3,Middleton," go ahead and dine in."",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Great Margaritas.

But it's hard to review a mexican restaurant that's as good as the next.

I still wish there was a TRULY good mexican restaurant in Madison...

Still waiting.

And don't come tell me ... um... the one on Park.. what's that name???

....

La Hacienda.

I'd rather poke my eye out or eat at La Bambas....",2
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Mi Cocina is my favorite Mexican-style restaurant in the Madison area.  I have never come away unimpressed with either the food or the service.  I can't really speak to authenticity since I wouldn't really know it if I saw it, but for what they do Mi Cocina does it well.  All I do know is that I have gotten my favorites here over and over without ever having any problems.  The staff is always friendly and fast which sets the place apart from several other area restaurants of the genre.  If only for consistency I would rate Mi Cocina a three, and with never having a bad meal I definitely would go with a high 3.5 - 4 stars.

Last time I had the fried tilapia tacos, and I especially enjoyed the spicy cream-based sauce that was served on the side.  It was perfectly seasoned for my taste, though it was a bit hot for my mother.  The tilapia was lightly fried and was still tender.  The accompanying refried beans were decent, and served to allow for the spice from the tacos to dissipate.  I still put the blackened tilapia tacos at Tex Tubbs at the top of my favorites list, but these easily jumped to the #2 position.  On previous trips I've gotten flautas, which were perfectly fried and not too crispy, and the enchiladas sonora, which comes with an excellent spinach and a creamy sauce.  I also really enjoy the cheese and mushroom quesidilla and the fajitas.  My sister, who is lactose-intolerant, had found the menu a bit dairy-laden, but she did end up finding a chicken breast entree that is now her favorite.  The prices are quite reasonable and given the amount of food always a good deal.  Mi Cocina probably won't ever be held up as a paragon of the style, but it has always been reliable and enjoyable and for that I'll keep coming back.",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"The food is decent, the service is better than your average Madison restaurant and the bathrooms were clean.  It is a bit out of our way but it is consistent enough to warrant more visits.",3
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Good food - especially if you're in a hurry. 

The service is excellent.  

If you're in Brookfield try the Mi Cocina on Bluemound - I believe owned by the same people but the food is bette.r",3
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"After a wonderful day spent sitting down at the Memorial Union, drinking beer and reading through the Sunday newspaper, hunger got the better part of us, and Mexican food sounded yummy.  So, our small group made our way back toward the Middleton and decided to take a short walk over to Mi Cocina.

We arrived at around 6:00pm on a Sunday and were promptly seated.  The waiter brought us chips and salsa immediately, and then took our drink orders.  Within a few minutes, our sodas arrived, along with a cheese dip.

We quickly scarfed down the salsa and cheese dip; the salsa was initially mild but then had a nice little kick to it at the end.  The chips were a thicker cut chip; they weren't the slightest bit greasy.  The queso was excellent - nice and hearty, white cheese, delicious.

We ordered our entrees and within minutes our food was available.  There was a slight mix-up with my order - I had requested chicken burritos but received beef.  No big deal; the beef burritos were decent - some chunks of potato were an interesting touch.

My dining partner ordered a sampler plate, which came with a chicken burrito, a chicken enchilada, and a tamale.  It was good as well; the chicken was far better than the ground beef.

Service was beyond excellent - very fast, very attentive, and as such, we left a nice tip.  Only complaints?  A tad pricey - our meal was $26 without any beers/margaritas, and there were a ton of kids in there, which was a bit distracting.  All in all a decent experience.",3
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"It started out as an excellent place to go then they changed the menu, then they changed the menu again! The food changed names and the pricing increased but essentially it remained the same. They are now at the point where they are charging a little much for the food they are serving. I still go here because of convenience and lightning fast service. I noticed a new manager walking over the servers shoulders seemed to make the staff feeling like they were on pins and needles.
Kids eat free on Sundays so keep that in mind!",3
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Kids eat free on Sunday!",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Ate here once with a buy one, get one coupon. I won't be heading back. Go to Los Gemelos off of State St instead.",1
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"I love their taco loco. It's a mouthwatering fajita/taco salad concoction that I
 a. can't get enough of and
 b. can't finish.

I have tried a few other dishes and nothing ranks near the crazy taco.  Warm, thick chips and a mild salsa are served bountifully. The chips aren't greasy and are not heavily salted which makes me happy. I like to add my own anyway.

They have three versions of guacamole. Yesterday we tried the most basic which was delicious and simple. We also tried an appetizer with cheese and chorizo. It was good, but quickly coagulated which resulted in an undip-able dip.

MARGARITA ALERT- their house margarita... not a traditional margarita. In my opinion, it tasted like watered down orange soda. And the color is a light peach color. If you want a classic, lime margarita I have yet to find one I love here.  I'm not your typical margarita drinker.  The aftermath of too much sweet margarita mix and I do not get along.  I admit,  I'm kind of picky about margaritas, but these, these should have a warning when ordering.",3
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Good authentic Mexican, a lot of menu options, great service, nice quite atmosphere.",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"I really enjoyed my dinner here. I had a fantastic fajita platter, which included beef, chicken, shrimp, and the requisite peppers and onions, but also whole scallions and tomato wedges. Delicious! The guacamole was decent, though a little bland. And my husband's mole sauce was just OK. But I really liked the spicy salsa they brought to the table when I requested it.

The service was pretty great; there was a whole team of servers that were constantly checking up on us to make sure we were doing OK. Every time we had a special request (see: the spicy salsa), they were right on top of it.

But what I REALLY liked was the margaritas; our table had a pitcher of blended strawberry margaritas, and they were absolutely perfect. Blended just right with no big chunks of ice; perfectly balanced strawberry and tequila flavor. I could have consumed that whole pitcher by myself without even putting in too much effort. Yum!",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"So, I've enjoyed Mi Cocina before.... but I think my tastes have matured.  The salsa was good, but the sauce inside of my taco and chimichanga was a strange ketchup/bbq tasting mixture.  Beans were ok, rice, not so much.  I probably won't be back.  Sorry Mi Cocina.",2
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"I joined a few coworkers for lunch here today... I've not been a huge fan of Mi Cocina, so I hoped the new location and fresh look would've improved the experience.

It's still just barely passable as Mexican food.  Most entrees appear to be drowning in sauces, cheese, and other gooey/greasy stuff.  The salsas are extremely watery and lacking in flavor.  The guacamole (not the tableside-made) is bland and pasty.

I ordered a pollo ensalada (chicken salad), which arrived as a bowl of super watery iceburg lettuce, a slab of seared chicken breast, 4 small slices of cucumber, a spoonful of pico de gallo, and a huge glob of guacamole (which I scraped off and set aside).

The salad was ok, but as I neared the end, I literally had what looked like a small soup bowl's worth of water resting in the bottom.  

My coworker's entrees were drenched in various cheese sauces/red sauces; the taco combo was blanketed in cheese.  They loved it, but my guts would've been complaining for days... 

So, enjoy the new location and ambiance - just don't expect better food.  Those who've had real Mexican food will not enjoy this place...

Cocina Real/Mi Cocina = FAIL

Food = 2 stars
Service = 3 stars
Value = 2 stars
MISC = 3 stars",2
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"This is my favorite Mexican restaurant in Madison - and I think it is the best one in town.

Here's what I like:

The House Guacamole - Heaven! I always order this, and the last time, we had a table side preparation, a clear demonstration on how fresh the food is here - another thing that I love about this place - the abundance of fresh food. In all its simplicity, it's perfect.

The salsa - I've disappointed all over Madison with other Mexican restaurant's salsa, and even for that matter, all over the Midwest and parts of California. I've had the best salsa here - again very simple, but very delicious - and isn't that what matters? Food should be delicious, especially food at any restaurant.

The chips - so good, so delicious. Yes, seems so silly to rate the free chips, but again another sign that this restaurant cares about how food tastes and only serves the best of ingredients and food.

As mentioned above, the abundance of fresh ingredients, especially fresh vegetables, in all dishes.

As for the other entrees, I've never been disappointed. Take your pick - they're all good.

This restaurant has actually moved, and is no longer located on University Ave. They are now on Allen Bvld. I think they have settled in to their new place, and service is back on par.

Bon Appetit!",4
"Mi Cocina",Mexican;Restaurants,77ESrCo7hQ96VpCWWdvoxg,3,Middleton,"Sooo... Ok. I live Mexican food. I grew up in Southern California so my standards for Mexican food are high. That being said I assume most places are gonna be bad so that if they are good I'm quite happy.... And if they aren't well... That's what I expected. 

This place made me happy and quite upset at the same time. I'll start at the beginning. The chips... Kinda bad. They were super dry and weird. Super weird consistency and zero salt. Our second basket was better, but still lacking. The salsa was ok... Not amazing but not bad. Margaritas were good and seemed to be on the strong side which no one should complain about....ever.

My burrito was actually alright. I had the carnitas burrito and it was good. It needed a bit of spicing up so it asked for hot sauce and another margarita when the waiter checked back. He said no problem. A few min pass and he brings my margarita and says he'll be right bam with the hot sauce. Ok... I'm eating very slowly because I want that hot sauce. It's now been probably 10 min since my margarita came. I don't like eating slow... And I finally say screw it and finish eating. He comes and takes my plate away... And then he brings me the hot sauce to the table. I mean really?

Bottom line, Drinks: Yay! Food: Ehh. Service: Booooo!",2
"Zimbrick Acura","Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers",9brW55Vzyi3ItboHWfoepg,2.5,Middleton,"My radio and navigation system went out on my Acura.   I took it in to Zimbrick who immediately determined that a small fuse had blown.  I was glad it was only a fuse until I pick up the car and was charged $100 for replacing a two dollar fuse.  I complained but got nowhere.  They have since lost several thousand dollars of my service business to other repair shops.",1
"Zimbrick Acura","Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers",9brW55Vzyi3ItboHWfoepg,2.5,Middleton,"The sales people in this place are the rudest I have ever seen! I walked in there and I was ready to purchase a RDX after doing research online; all I needed was a test drive to make my decision. First I was waiting for 30min so somebody would help me, and then when they did they treated me very badly and were hesitant to let me do a test drive. Then once we finally went to test the car, the sales man that was helping me made a comment like - this car was fully redesigned and Acura wants to target young and successful people - as if we weren't successful enough or good enough to buy the car. EXCUSE ME? So because I look young you assume I don't have enough to buy the car? I was very offended and disgusted, since I was very interested in that car. In the end I went to another zimbrick in town and purchased another car. On fish hatchery road they treated me very well, and aided me with all my needs.
I am very offended and was never mistreated in such way in my entire life.",1
"Zimbrick Acura","Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers",9brW55Vzyi3ItboHWfoepg,2.5,Middleton,"I love Zimbrick Acura. I love every Zimbrick in the city for that matter. I have never had a bad experience here. I have come here for every little item I needed done and have never felt cheated or had the blanket pulled over my eyes. There have been a few things where I was expecting a HUGE bill for things like the stabilizer for my rear suspension that had been slightly bent. I bought a new one and brought it in thinking well Labor will be $100. Zimbrick got me right in, said it would take an hour, had it out in half an hour and didn't charge me a dime. Another time I have come in expecting to replace all my breaks and rotors and Zimbrick saved me about $300 without having to replace everything. 

I have worked with a few guys here and they have ALL been extremely professional and treated me like family. The guy I usually go to even just chats with me about cars and such while i'm having service done. (Mainly getting my oil changed). The facility itself is nothing less than perfection, in my opinion, when it comes to dealerships. It is clean, well layed out, they have a great lounge with a Big Screen TV, leather chairs, FREE WIFI, and the best of all... Free Starbucks Coffee. I have had nothing but great experiences from Zimbrick and not just Zimbrick Acura. However, BECAUSE of Zimbrick Acura I expect to buy another Acura and stay with them for a VERY very long time. Thank you Zimbrick Acura! YOU GUYS ARE THE BEST OF THE BEST.

P.S. When I was having major service done they let me choose what I wanted to drive while I waited for the day.  NOBODY does that. So I had some fun with a brand new TL one day on a secret "test"" road Zimbrick European showed me when I was buying my car just off Rimrock Road."",5
"Zimbrick Acura","Auto Repair;Automotive;Auto Parts & Supplies;Car Dealers",9brW55Vzyi3ItboHWfoepg,2.5,Middleton,"This is going to sound very weird:  I actually look forward to bringing my Acura in for service here.  There.  I said it.  Why? They are extremely efficient, and they manage to make me feel like a rockstar every time I go in.  Now, I love my little Acura--but having a fling with one of the brand spanking new, sporty little numbers they provide as loaners makes the whole experience feel adventurous and decadent.  Even though I'm dropping lots of moulah on a brake job.  And I have to give the car back.",5
"Keva Sports Center","Active Life;Arts & Entertainment;Stadiums & Arenas",368m5-RtrrYWf4hPM_bMlg,3.5,Middleton,"The outdoor sand volleyball courts are nice, and there is an outdoor bar area for spectators, celebrating a win, or drowning your sorrows after a loss.  There is also a playground right there which is nice for people that bring their kids along.  The outdoor soccer field looks nice, but they don't have a scoreboard, so you can't tell how much time is left in the game or keep track of the score.  The facility seems well kept, and the staff has been very nice.

If you have a serious team and are competitive, Keva is a great place to play sports.  If you are looking for something more laid back and social, there are plenty of nice bar leagues around which may be a better fit.",4
"Keva Sports Center","Active Life;Arts & Entertainment;Stadiums & Arenas",368m5-RtrrYWf4hPM_bMlg,3.5,Middleton,"keva is a large sports complex with indoor and outdoor soccer, volleyball and basketball courts. it is hands down the nicest facility i've played volleyball at in the madison area. it would get more stars from me if it weren't for a few things: 

1. their leagues are much more expensive than others in the area (and the seasons are shorter as well). pooley's and mscr don't have the same facilities, but their seasons are longer.

2. it's in the middle of nowhere. the location is only convenient if you live in Middleton or on the far west side. driving there from anywhere else suuuucks, especially in the winter.

3. it is always cold in there. if they're going to charge what they do for leagues, the least they could do is turn the heat up a bit, or do something with their insulation.",3
"Keva Sports Center","Active Life;Arts & Entertainment;Stadiums & Arenas",368m5-RtrrYWf4hPM_bMlg,3.5,Middleton,"My wife and I have played in the volleyball leagues (sand and indoor) and our kids do some of the kids programming.  Facility is very nice and great atmosphere. Instructors have all been really nice and referees do there best, but very nice. :) Only reason I have it 4 stars instead of 5 was because of the high costs. As someone else said in their review, it is more expensive and sessions are shorter. But overall,  very good.",4
"Wild Birds Unlimited","Pet Services;Pets",YjoSdr8uJslIebsQP6c18w,4.5,Middleton,"I really enjoy this shop. Its definitely. Pricey, but high quality so i feel its worth it for the bird seed maybe not the feeders. But backyard birders should definitely check it out",4
"Wild Birds Unlimited","Pet Services;Pets",YjoSdr8uJslIebsQP6c18w,4.5,Middleton,"Best birdseed in town. Love their feeders but they ARE overpriced a bit.",4
"Wild Birds Unlimited","Pet Services;Pets",YjoSdr8uJslIebsQP6c18w,4.5,Middleton,"Great selection of birdseed, birdhouses, books, and other fun wildlife-related gifts. Yes, they may cost more than eBay, but you get great service from the staff who are helpful in answering questions. They are knowledgable and happy to help.",5
"Staybridge Suites Extended Stay Hotel Middleton/Madison-West","Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels",rKNtd_M2kWDW8sQKYzetKA,4.5,Middleton,"I recommend you stay here if you need a hotel in the area. Comfortable and clean. Stayed here two nights. Breakfast is always really good and really well stocked and FREE. On certain weeknights they serve FREE BEER. FREE BEER. 

The service at Staybridge is always stellar and this location did not disappoint. Kenny deserves major props. He was really cool.

Internet worked great (free too) and everything in the room was in working condition and clean. 

The sitting area in the lobby was a happening place and very relaxing to kick it and watch sports. Nice place.",5
"Staybridge Suites Extended Stay Hotel Middleton/Madison-West","Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels",rKNtd_M2kWDW8sQKYzetKA,4.5,Middleton,"I recently spoke with the manager regarding extended stays at this location and he provided a tour of the facilities and a couple rooms. I'm extremely impressed with the service and facilities and plan to go here for future visits while in the Madison area.",5
"Staybridge Suites Extended Stay Hotel Middleton/Madison-West","Hotels & Travel;Event Planning & Services;Venues & Event Spaces;Hotels",rKNtd_M2kWDW8sQKYzetKA,4.5,Middleton,"Location, location, location.  Great place in downtown Middleton.  Close to all of the places you just need to visit, such as the Mustard Museum (yes, you need to go there), Hubbard St. Diner (try the pies or the carrot cake), and definitely go to the live band at the Capital Brewery a block away on Friday night.  Fantastic place to walk and just enjoy the ambiance of a great little town.  Oh, and free breakfast, free food and drinks on Tues-Thurs, free morning newspapers and spacious suites are all wonderful.",5
"Harbor Athletic Club","Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life",x7xS2DJvu8klyNzcpN8QHg,5,Middleton,"I came to Madison and tried out this club.  VERY  NICE for the individual price.  A warm pool, lap pool, two hot tubs, cardio/weight room upstairs, weight room downstairs, raquetball courts, you name it.  Had a great workout, and and an awesome protein shake at their smoothy bar on my way out!  Really nice staff too!",5
"Harbor Athletic Club","Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life",x7xS2DJvu8klyNzcpN8QHg,5,Middleton,"Harbor Athletic Club is great.  We use it all the time - swimming classes for the boys and yoga, pilates, and cardio classes for my wife.  No classes for me, but I still enjoy the club.

Membership dues are right in line with other major clubs in the area.

Highly recommended!",5
"Harbor Athletic Club","Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life",x7xS2DJvu8klyNzcpN8QHg,5,Middleton,"Look, I love this place and I don't want you to join. It's the antithesis of the meat market known as Princeton club. 

Sadly, smoothie bar/cafe is gone. 

Harbor is a really laid back health club that has everything that I need and more. The only downfalls are that it's super old and kind of put together like a corn maze.

8 years and counting!",5
"Harbor Athletic Club","Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life",x7xS2DJvu8klyNzcpN8QHg,5,Middleton,"Member here for 10 years total--  I love clean! I love being able to walk away from noisy kids and go into another pool since i am a swimmer I like choices. Cool people -- members keep to themselves dont try to interfere with your workout with chit chat  I LOVE THIS !! We are busy working out no talking needed ! Great classes!  Great equipment and you can use other clubs too with their membership win win 
But umm yeah don't join K? It is hard enough to find parking as it is !

I went astray for a bit I will admit tried the Princeton Club to see what I was missing out on all the hoopla. What I found was old band aides that did not seem to move for days left around the pool and inches of standing water where you are supposed to wring out your suit NASTY !!

I found my way back and like the Prodigal son who returns home after making mistakes I am back and I am happy!!",5
"Harbor Athletic Club","Pilates;Yoga;Weight Loss Centers;Health & Medical;Fitness & Instruction;Active Life",x7xS2DJvu8klyNzcpN8QHg,5,Middleton,"This is a well-run club that has seemingly unlimited choices for its members at a very reasonable price. The strength and cardio equipment is modern and always in working condition, and you rarely if ever have to wait for anything. The group fitness options are plentiful and the instructors are engaged and motivating. I don't partake, but there are a ton of yoga, Pilates and Barre offerings in the wellness center across the parking lot from the main facility. The pool areas are clean and well-maintained, and the water in the pools is kept at a comfortable temperature. I've worked out a Harbor for a year now. The club has the appearance of a facility that has expanded multiple times as best it can given the architecture of the building and the space available. It's not easy to navigate as there are many separate rooms, but the staff is friendly and helpful and it's easy enough to figure things out once you get the hang of the layout. I wouldn't mind an update of the facility, but not at the expense of higher prices. It's clean and friendly and doesn't lack options and to me, that's most important.",4
Archivers,"Shopping;Arts & Crafts;Event Planning & Services;Cards & Stationery;Art Supplies;Flowers & Gifts",cgCqxPhadIAlsqnD1MoWuQ,3,Middleton,"Somehow amid 18 credits both semesters of my senior year, I also managed to find time to do a whole lotta scrapbooking.  And this place pretty much carries everything and anything you need.  Printed papers, solid papers, pens and markers and pencils, stickers, die-cuts, acid-free adhesives, scissors, punches, and a great selection of albums.  I think they have classes, too, but being the *expert* scrapbooker I am (brushes hair off shoulder), I never checked those out though I'm sure they're a lot of fun.  Their workroom is well-stocked, and (*nerd alert!*) it is really fun & satisfying to lock yourself in a space like that with all the necessary tools and make an entire scrapbook in an evening or afternoon.

Middleton is really close to Madison/the UW Campus and convenient to get to.  The store is spacious and well laid-out; really, a photo-fanatic's dream!",5
Archivers,"Shopping;Arts & Crafts;Event Planning & Services;Cards & Stationery;Art Supplies;Flowers & Gifts",cgCqxPhadIAlsqnD1MoWuQ,3,Middleton,"I have had too many negative experiences with the staff in this store.  Today I tried going back after a year, and again the staff is so unhelpful, unknowledgeable and downright rude.  I called to talk with the Manager, and her attitude is just as bad.  Which I guess explains the attitudes of the staff.  There are plenty of other places to shop that actually appreciate and help customers.",1
